Wrong,Right
I recently had a week's holiday in London and went to see a musical show  in  your theatre.,I recently had a week's holiday in London and went to see a musical show  at  your theatre.
"We had seen your advertisement for the show,  witch   was  very attractive.","We had seen your advertisement for the show,  which   made it seem  very attractive."
"Unfortunatly , the musical show  didn't go like the advertisement explained , and that  wise  I  wont   ask  you for some money back.","Unfortunately , the musical show  wasn't much like that the one the advert had described , and that  is why  I  want   to ask  you for some money back."
"The  starring  had been changed, the show had started only at 20:15, and there were no discounts available.","The  star  had been changed, the show had started only at 20:15, and there were no discounts available."
Also the Theatre Restaurant was closed for  some working inside .,Also the Theatre Restaurant was closed for  renovation .
"And your last  phrasal   of  the advertisement was ""Your perfect evening out""!","And your last  phrase   in  the advertisement was ""Your perfect evening out""!"
"it  wasn't that at all,  like  I have  explain  to you above in this letter.","It  wasn't that at all,  as  I have  explained  to you above in this letter."
I thank you in advance  an  hope for a positive  requiere resonse.,I thank you in advance  and  hope for a positive  require resonse.
"At the  began  of my work  in  a  Insurance Company, I had only  a  old  writting  machinetypewriter,  witch   makes  a lot of noise and was very difficult to write with  it because the switch buttons were hard  for  my small fingers.","When I  began  working  in  an  Insurance Company, I had only  an  old  writing  machinetypewriter,  which   made  a lot of noise and was very difficult to write with  switches buttons were hard  on  my small fingers."
"Now I have a new computer,  witch  is very easy to use, and  confortable  for my fingers and also  more farrster faster.","Now I have a new computer,  which  is very easy to use, and  comfortable  for my fingers and also  more faster faster."
"But  wen  the computer  don't  work, I  got  a big problem  to do  my work.","But  when  the computer  doesn't  work, I  have  a big problem  doing  my work."
Also now  for write  a letter to a friend  overland  it is better  with  the Internetit is better to use the Internet to write a letter to a friend overseas.,Also now  to write  a letter to a friend  overseas  it is better  to use  the Internetit is better to use the Internet to write a letter to a friend overseas.
"It is so practical, in five  minuts  my friend can read my letter.","It is so practical, in five  minutes  my friend can read my letter."
And he can  ansewer  me very quickly.,And he can  answer  me very quickly.
"I think , it is now the futur   for   the big company   for work  with the Internet.",I think future   of   companies   to work  with the Internet.
Dear Sir/Madam .,"Dear Sir/Madam ,"
I am  writting  to inform you of some problems we had.,I am  writing  to inform you of some problems we had.
"I  want  to the theatre to see "" over the rainbow ""  at  17th June.","I  went  to the theatre to see "" Over The Rainbow ""  on  17th June."
I thought we  can  buy discounts tickets  according to  the advertisement.,I thought we  could  buy discounts tickets  because of  the advertisement.
"eventually , we got the tickets,  Because  we  would like wanted to see the musical and Danny Brook.","Eventually , we got the tickets,  because  we  want wanted to see the musical and Danny Brook."
"After  we  arrive  at the theatre,  We  were very disappointed.","When  we  arrived  at the theatre,  we  were very disappointed."
"Because, because  the  different actor  played  in the musical that day.","Because, because  a  different actor  performed  in the musical that day."
"In addition,  It  started at 20:15.","In addition,  it  started at 20:15."
We had to wait over 40  minitues . and we couldn't enjoy dinner at the theatre restaurant after the show.,We had to wait over 40  minutes . and we couldn't enjoy dinner at the theatre restaurant after the show.
"I think if the musical  start  late time, you should open the restaurant until late time.","I think if the musical  starts  late time, you should open the restaurant until late time."
Would it be possible for me to back my money for the tickets .,Would it be possible for me to back my money for the tickets ?
"After we  finish  school, we usually gathered  the  place.","After we  finished  school, we usually gathered  in a certain  place."
it  was old and a little  broken .,It  was old and a little  dilapidated .
"One day,  Suddenly , a heavy storm came to our town.","One day,  suddenly , a heavy storm came to our town."
I went to the  sea  to  see  our ship.,I went to the  beach  to  check on  our ship.
"My friends had  come  there, too.","My friends had  gone  there, too."
We worried about it and we  tryed  to pull it.,We worried about it and we  tried  to pull it.
"It seemed to  sank  into the sea, but  fourtunately , the storm  went away soon .","It seemed to  sink  into the sea, but  fortunately , the storm  soon went away ."
Our ship  left  on the beach.,Our ship  was left  on the beach.
"Because, because Pat  called  them.","Because, because Pat  had called  them."
"But now , I am thinking about new secret our place .",But now our new secret place .
I have recently been on a holiday  in  London.,I have recently been on a holiday  to  London.
Secondly I  also would  like to say that the musical was supposed to start at 19.30 but it did not start until 20.15.,Secondly I  would also  like to say that the musical was supposed to start at 19.30 but it did not start until 20.15.
Finally when it started we noticed to our  suprisement  that it was not the right actor on stage.,Finally when it started we noticed to our  surprise  that it was not the right actor on stage.
We  saw  the musical in sadness.,We  watched  the musical in sadness.
Afterwards we wanted to go for a  pleasent  dinner.,Afterwards we wanted to go for a  pleasant  dinner.
To our surprise the restaurant was closed because of  the  lack of staff to keep it open.,To our surprise the restaurant was closed because of  a  lack of staff to keep it open.
Of course nobody knows the answer and maybe we should be happy  for  that.,Of course nobody knows the answer and maybe we should be happy  about  that.
I gave it  a  thought the other day and when I think about future-clothing I can't take my mind  from   plastic-fabrics .,I gave it  some  thought the other day and when I think about future-clothing I can't take my mind  off   plastic fabrics .
I mean when the  earth's  getting warmer and warmer because of  an  pollution that we people  cause  in the world.,I mean when the  Earth's  getting warmer and warmer because of  the  pollution that we people  create  in the world.
Strict  suits will be transformed into  a school-uniform-like shirt  and  knee-lengthed  shorts.,Formal  suits will be transformed into  shirts  and  knee-length  shorts.
"Anyway, we  defenately   now  that they're going to change.","Anyway, we  definitely   know  that they're going to change."
"Last weekend, I  have been  in London with my friend and I saw your musical show ""over the Rainbow"".","Last weekend, I  was  in London with my friend and I saw your musical show ""over the Rainbow""."
I write this letter to you  for explain to describe  my  very bad evening I have  passed  in your theatre.,I write this letter to you  to explain to describe  the  very bad evening I have  had  in your theatre.
"On  the paper it was  writting written that the principal actor is ""Danny Brook"" but it wasn't him, it was a different actor  that  we  have  never seen,  and  heard.","In  the paper it was  writing written that the principal actor is ""Danny Brook"" but it wasn't him, it was a different actor  whom  we  had  never seen,  or  heard."
I think it's really not  correct .,I think it's really not  right .
"They  haven't didn't respect the timetable, the show  had  to  begun  at 19:30 and  he  started at 20:15 how.","They  don't didn't respect the timetable, the show  was meant  to  begin  at 19:30 and  it  started at 20:15 how."
How can you explain this  fault ?!,How can you explain this  mistake ?!
"But  it's  not  finish , you wrote  on  the paper ""Discounts available"" but it wasn't true ,  it was  a very badly organisation .","But  I am  not  finished , you wrote  in  the paper ""Discounts available"" but it wasn't true ;  it was  organised ."
After this bad show we had  want  to go to the Restaurant for a  drunk  and  ate  something and it was closed and nobody  had explained  to us why the Restaurant wasn't open.,After this bad show we had  wanted  to go to the Restaurant for a  drink  and  to eat  something and it was closed and nobody  explained  to us why the Restaurant wasn't open.
"Unfortunately, Pat wasn't very good at keeping secrets, this  sentance  is very popular in our school.","Unfortunately, Pat wasn't very good at keeping secrets, this  sentence  is very popular in our school."
"Last year, on a Saturday evening, my boyfriend  phone  me at 20 h  o'clock and said to me, ""Would you like to go to the cinema with me."" I asked my parents but the  said to me, ""No, you can't go to the cinema, tomorrow you have school."" Then I  phone   to Pat for explain  my big problem.","Last year, on a Saturday evening, my boyfriend  phoned  me at 20 h  they  said to me, ""No, you can't go to the cinema, tomorrow you have school."" Then I  phoned   to explain  my big problem."
"Pat said to me, ""You  said  to your parents that you will sleep  by  me and you  don't   go  to the cinema."" I asked my parents and they said  alright  you can go to  Pat   for sleeping ."" I was very happy, I  phone   to my boyfriend and I explained  him my secret he.","Pat said to me, ""You  say  to your parents that you will sleep  with  me and you  aren't   going  to the cinema."" I asked my parents and they said , ""Alright  you can go to  Pat's   to sleep ."" I was very happy, I  phoned   told  him my secret he."
"He said  allright , ""Alright, so at nine o'clock in front of the cinema"".","He said alright , ""Alright, so at nine o'clock in front of the cinema""."
"I  passed  a really beautiful evening with Pat and my boyfriend in the cinema, but on Sunday my mother  phone  Pat's mother and Pat's mother  explain   all  thethe whole story to my mother.","I  spent  a really beautiful evening with Pat and my boyfriend in the cinema, but on Sunday my mother  phoned  Pat's mother and Pat's mother  explained   whole  thethe whole story to my mother."
If Pat  haden't   say  the secret to her mothertold her mother the secret I would  be not have  no a problem.,If Pat  hadn't   told  the secret to her mothertold her mother the secret I would  have had  no a problem.
Since  this  Saturday evening I  had  never  speaking   with  Pat.,Since  that  Saturday evening I  have  never  spoken   to  Pat.
I've  read your advertisement and it didn't  say  the truth.,I'd  read your advertisement and it didn't  tell  the truth.
There weren't any  discount  available as you'd assured me in the  add .,There weren't any  discounts  available as you'd assured me in the  ad .
I think you should check the information before  print  it!,I think you should check the information before  printing  it!
"I arrived at the right time (19.30) that evening but the play, which was 'Over The Rainbow', started almost an hour  later .","I arrived at the right time (19.30) that evening but the play, which was 'Over The Rainbow', started almost an hour  late ."
When the play began I realised that the main actor had been  changed  and the new one wasn't good at all.,When the play began I realised that the main actor had been  replaced  and the new one wasn't good at all.
I couldn't visit the theatre after the performance because it was closed for  reparations .,I couldn't visit the theatre after the performance because it was closed for  repairs .
This is not a simple question because I  got  used to dealing with technology since I was a child but I'm going to try to explain to you how .,This is not a simple question because I  have been  used to dealing with technology since I was a child but I'm going to try to explain to you how .
In  that time I used the computer only to play with its video games.,At  that time I used the computer only to play with its video games.
It became  scencial  to  do  my homework.,It became  essential  to  doing  my homework.
But when we talked to the doctor we felt more relaxed because he  answered  us that the operation was a very simple one.,But when we talked to the doctor we felt more relaxed because he  told  us that the operation was a very simple one.
"I think that if my mother had got ill ten years before, she wouldn't  survive .","I think that if my mother had got ill ten years before, she wouldn't  have survived ."
The modern  technology is better now than what it used to be.,Modern  technology is better now than what it used to be.
"My wife and  me  went to The Circle Theatre last Saturday evening because we love the main actor, Danny Brook.","My wife and  I  went to The Circle Theatre last Saturday evening because we love the main actor, Danny Brook."
"I'm always very busy  traveling  from one country to another, you know.","I'm always very busy  travelling  from one country to another, you know."
I'm writing to you now because I've been told that  is going to be read on the radio a short story by Agatha Christie .,I'm writing to you now because I've been told that  a short story by Agatha Christie is going to be read on the radio .
It will be  the following  Sunday on the local station at five o'clock in the evening.,It will be  next  Sunday on the local station at five o'clock in the evening.
"It's a story  titled  Accident, and I think you'll enjoy it.","It's a story  entitled  Accident, and I think you'll enjoy it."
"We are  writting  to you to complain about the musical show ""Over the Rainbow"", which we saw last week in your Theatre.","We are  writing  to you to complain about the musical show ""Over the Rainbow"", which we saw last week in your Theatre."
"We read an advertisement about your  musical show, starred  by the well-known Danny Brook and Tina Truelove, in a local newspaper","We read an advertisement about your  starring  by the well-known Danny Brook and Tina Truelove, in a local newspaper"
We were very disappointed to hear that the actor was replaced by  other  one at the last minute.,We were very disappointed to hear that the actor was replaced by  another  one at the last minute.
"The advertisement said that it starts at 19.30, but it  started actually  at 20:15 due to  the   probleme   of  the sound.","The advertisement said that it starts at 19.30, but it  actually started  at 20:15 due to  a   problem   with  the sound."
"We were also surprised to discover that the student discounts  wasn't  available for us, because they didn't accept our student  indentity   card  from Switzerland.","We were also surprised to discover that the student discounts  weren't  available for us, because they didn't accept our student  identity   cards  from Switzerland."
"We were very frustrated to read on the door of the theatre restaurant "" Close  due to holidays"", specially when we were  very  starving.","We were very frustrated to read on the door of the theatre restaurant "" Closed  due to holidays"", specially when we were  really  starving."
So we  asked  you for our money back.,So we  ask  you for our money back.
Could you figure out how your life  will  be without all the modern technology?,Could you figure out how your life  would  be without all the modern technology?
What is the effect  of it has in  your  environement ?,What is the effect  on  your  environment ?
Were  the people happier in a  past than  to day ?,Were  the  past than  today ?
"If you are interested in the question, you will be interested  by  this article.","If you are interested in the question, you will be interested  in  this article."
"Nowadays,  the technology takes up a large place   in  your daily life and improves the speed of the achievement.","Nowadays,  part   of  your daily life and improves the speed of the achievement."
"For example at work, we look  on  the computer screen all day, sending e-mail  at  the other side of the world, doing some  searches  etc.","For example at work, we look  at  the computer screen all day, sending e-mail  to  the other side of the world, doing some  research  etc."
"We gain a lot of time with the computer, but if your computer  brooks  down, you couldn't do anything because everything is on it.","We gain a lot of time with the computer, but if your computer  broke  down, you couldn't do anything because everything is on it."
"The technology  moves very fast, specially in the  domaine area of transportation.","Technology  moves very fast, specially in the  domain area of transportation."
The cars  are able to reach  300 km per hours  speedspeeds of 300 km per hour and are more reliable than in the past.,Cars  are able to reach  hour  speedspeeds of 300 km per hour and are more reliable than in the past.
The major  probleme  for the  industry  cities is to deal with the bad  effect  of  polution   in  the  environement .,The major  problem  for the  industrial  cities is to deal with the bad  effects  of  pollution   on  the  environment .
A lot of money  are  involved in research to stop the  increasing  in levels of  polution .,A lot of money  is  involved in research to stop the  increase  in levels of  pollution .
"To sum up, all the improvements  have a price to pay  ; The  condition of the  environement .","To sum up, all the improvements  come at a price  : the  condition of the  environment ."
We are too  reliable   at  technology today.,We are too  dependent   on  technology today.
"But we can ask  us , ""What will  be happen in 50 years?"" Our children will be able to travel in  the moon as we travel to Japan?","But we can ask  ourselves , ""What will  to  the moon as we travel to Japan?"
"Owing to the bad organisation of the last play that was  played  in your theatre  those   last  weeks, I want to  explain  you about some incorrect information that I found in your advertisement,  and as a result of it , all the problems that I had occurred.","Owing to the bad organisation of the last play that was  performed  in your theatre  in   recent  weeks, I want to  tell  you about some incorrect information that I found in your advertisement,  which , all the problems that I had occurred."
"First of all, I think if you go to a play and you are watching to see your favourite actor playing a good  play  and then there appears a silly one, who doesn't know what to do, it is  disappoint  at all.","First of all, I think if you go to a play and you are watching to see your favourite actor playing a good  role  and then there appears a silly one, who doesn't know what to do, it is  disappointing  at all."
"Secondly,  all  thethe whole  spectators  were waiting for the  begining  of the play at 19.30 and it started at 20.15,  then  I would like to know why do you say one time in the advertisement and why do you do what you want.","Secondly,  whole  thethe whole  audience  were waiting for the  beginning  of the play at 19.30 and it started at 20.15,  so  I would like to know why do you say one time in the advertisement and why do you do what you want."
Another thing that I want to know is why you didn't  do  any discount  if   it  was  showed  in the advertisement.,Another thing that I want to know is why you didn't  give  any discount  though   one  was  advertised  in the advertisement.
"Maybe,  I   could be  a good way to get  spectators  but I'm going to  comunicate tell  that to my travel office .","Maybe,  it   is  a good way to get  an audience  but I'm going to  communicate tell  agent ."
"When the play was finished I was looking for your theatre restaurant but it was closed because,  like   on the paper that was on the door was writen was written on the paper that was on the door, it was too late.","When the play was finished I was looking for your theatre restaurant but it was closed because,  as   written was written on the paper that was on the door, it was too late."
"I  think, that it wasn't  my perfect evening out so I wait to be  payed  backrefunded.",I  don't think it was  my perfect evening out so I wait to be  paid  backrefunded.
"All  started when she was fifteen, when she started a new course  on  the institute and met some girls that  passed the  time  they would became  her friends.","It all  started when she was fifteen, when she started a new course  in  the institute and met some girls that  in  time  become  her friends."
"Three years passed and,  like  is normal between friends, she knew a lot of things about them,  like  her friends knew a lot about her","Three years passed and,  as  is normal between friends, she knew a lot of things about them,  as  her friends knew a lot about her"
"When it was time to  do  the final exam, she became ill and she couldn't do it so the teachers decided to allow her to pass the course because she had a lot of good marks, but on the other hand the principal  desagreeded   with it and didn't give the permision  to pass her.","When it was time to  take  the final exam, she became ill and she couldn't do it so the teachers decided to allow her to pass the course because she had a lot of good marks, but on the other hand the principal  disagreed   permission  to pass her."
She had to repeat that course and all her friends passed and  like  is  usuall  the girls from the last course became popular.,She had to repeat that course and all her friends passed and  as  is  usual  the girls from the last course became popular.
"Pat, to win her new  classemates'  friendship,  tell   all   what  she knew about her friends and,  owing to  what Pat said, her friends  broke   they  friendship with Pat because their popularity was damaged.","Pat, to win her new  classmates'  friendship,  told   everything   that  she knew about her friends and,  because of  what Pat said, her friends  ended   their  friendship with Pat because their popularity was damaged."
Pat's classmates  made  the same and Pat  finished  alone.,Pat's classmates  did  the same and Pat  ended up  alone.
I saw the musical show in your  advertisment   in  my holiday.,I saw the musical show in your  advertisement   during  my holiday.
I  would  ask you  to  my money back.,I  must  ask you  for  my money back.
"First of all, I was really looking forward to seeing Danny Brook but, actually,  starting  was notit did not star Danny Brook but another person.","First of all, I was really looking forward to seeing Danny Brook but, actually,  starring  was notit did not star Danny Brook but another person."
"Because of  it , I  was waited for a long time,","Because of  that , I  ."
"Finally, I went to the restaurant in your theatre but it was closed ,  I couldn't eat anything.","Finally, I went to the restaurant in your theatre but it was closed .  I couldn't eat anything."
Thus I  spent  a terrible time - it was a waste of time.,Thus I  had  a terrible time - it was a waste of time.
"'Fashion of the future ,",'Fashion of the future '
"I think after 100 years, at least something will change  in the point that  design, material,  color , etc.","I think after 100 years, at least something will change  as regards  design, material,  colour , etc."
"If I pick up  the  example, the Kimono ( Japanese traditional   cloth ) will  wear   on  not onlynot only in Japan but also in  another  countries in  generally .","If I pick up  an  example, the Kimono ( traditional Japanese   clothing ) will  be worn   in  not onlynot only in Japan but also in  other  countries in  general ."
"By  one country's traditional  cloth  taking in those of another country, it can born different type and new kind of fashion.","Through  one country's traditional  clothing  taking in those of another country, it can born different type and new kind of fashion."
"On the other hand,  there might vanish the personality (character) of each country .","On the other hand,  the personality (character) of each country might vanish ."
"Also, comfortable  cloth  for person will maintain in the future.","Also, comfortable  clothing  for person will maintain in the future."
"To make matters worse, the show started at 20.15, although the advertisement  was saying  it would begin at 19.30.","To make matters worse, the show started at 20.15, although the advertisement  said  it would begin at 19.30."
"And  on the top of everything  your theatre restaurant was closed because of the waiters' strike, so I had to look for another place to have a snack.","And  on top of everything  your theatre restaurant was closed because of the waiters' strike, so I had to look for another place to have a snack."
Otherwise I'll have to apply to the  court  for aid.,Otherwise I'll have to apply to the  courts  for aid.
"Of course,  those  new  material  won't be so harmful  for  our health as today's nylon and other things like that.","Of course,  these  new  materials  won't be so harmful  to  our health as today's nylon and other things like that."
This tendency may result in  turning down  synthetics  at all .,This tendency may result in  rejecting  synthetics  completely .
And it is even more  difficul  to predict  how   the clothes of  the future will look like.,And it is even more  difficult  to predict  what   in  the future will look like.
People's   fantasy   is  enormous.,People's   imaginations   are  enormous.
I am writing to complain about the musical  show which was presented   by  The Circle Theatre last week.,I am writing to complain about the musical  performed   at  The Circle Theatre last week.
I saw the performance and it was not  like  it was  mentioned  in the  advertisent  I read in the local newspaper.,I saw the performance and it was not  as  it was  described  in the  advertisement  I read in the local newspaper.
Secondly it  must   have  started at 14.30 and ended by 19.30.,Secondly it  was meant   to have  started at 14.30 and ended by 19.30.
"Then, I was planning to buy three £20 tickets because it was  mention  in the advertisement that there were  dicounts  available but that was not true, so I  just could  buy two tickets and my son could not see the show.","Then, I was planning to buy three £20 tickets because it was  mentioned  in the advertisement that there were  discounts  available but that was not true, so I  could just  buy two tickets and my son could not see the show."
"Finally, I was thinking of  to have  dinner in the  threatre  restaurant after the show but it was closed due to some problems with the employees.","Finally, I was thinking of  having  dinner in the  theatre  restaurant after the show but it was closed due to some problems with the employees."
"What was  suposed  to be a perfect and enjoyable evening, resulted in a very disappointing time.","What was  supposed  to be a perfect and enjoyable evening, resulted in a very disappointing time."
So I would be  greatful  if you  payed  for a full refund of the money I spent  in  the tickets.,So I would be  grateful  if you  paid  for a full refund of the money I spent  on  the tickets.
"Computers, radio,  CD's ,  sattelite  television and a lot of other things have changed my daily life.","Computers, radio,  CDs ,  satellite  television and a lot of other things have changed my daily life."
"Modern technology affects the way things are done and many aspects  in  my life, and it has some advantages as well as some disadvantages.","Modern technology affects the way things are done and many aspects  of  my life, and it has some advantages as well as some disadvantages."
What I mean is that computers are very useful for  to do  my homework (like some monographies or  researching ).,What I mean is that computers are very useful for  doing  my homework (like some monographies or  research ).
And I can't even think  about how  it would be like not having a computer.,And I can't even think  what  it would be like not having a computer.
"Another  advatage  is that, for example,  sattelite  television, which is an example of modern technology,  makes  me  be informed about what is happening on  the whole world.","Another  advantage  is that, for example,  satellite  television, which is an example of modern technology,  keeps  me  in  the whole world."
"The best example is the homework I have to do for school ,  I can't manage to do it when I don't have my computer to help.",The best example is the homework I have to do for school .  I can't manage to do it when I don't have my computer to help.
"In addition to that, technology  doesn't sometimes  let me develop my imagination and creative skills.","In addition to that, technology  sometimes doesn't  let me develop my imagination and creative skills."
"To  sump  up, I can't think  about how  my life would be like without technology.","To  sum  up, I can't think  what  my life would be like without technology."
"At first , the advertisement said that there were discounts  availables , but when I went to buy the tickets there were not any discounts.","First , the advertisement said that there were discounts  available , but when I went to buy the tickets there were not any discounts."
"On top of  everyting , the restaurant which was  announced  in the advertisement was closed because it was being arranged.","On top of  everything , the restaurant which was  advertised  in the advertisement was closed because it was being arranged."
"You can imagine how  dissappointed  I felt after that evening, and I am writing to ask you for a  further return  of part of the money.","You can imagine how  disappointed  I felt after that evening, and I am writing to ask you for a  refund  of part of the money."
"I think modern technology hasn't changed my life a lot, but it has in some things: I work with music and with graphic design too, and computers help me a lot  in   this  things.","I think modern technology hasn't changed my life a lot, but it has in some things: I work with music and with graphic design too, and computers help me a lot  with   these  things."
"In music, before I  having  a computer I could only write my compositions and 'listen' to them  into  my mind, because, of course, I haven't got an orchestra to play them, but now I  just can  record one part, and then another part, and then another one..","In music, before I  had  a computer I could only write my compositions and 'listen' to them  in  my mind, because, of course, I haven't got an orchestra to play them, but now I  can just  record one part, and then another part, and then another one.."
"In graphic design, before I  having  a computer I  just could  draw, but now I can create pictures pixel by pixel, develop ideas more easily, or  take  photographs into my computer and transform them or mix them.","In graphic design, before I  had  a computer I  could just  draw, but now I can create pictures pixel by pixel, develop ideas more easily, or  put  photographs into my computer and transform them or mix them."
"But, in other things, I think modern technology hasn't changed my  way of living  too much: I do more or less the same as I did some years ago: I get up in the morning, go to school, have lunch, study and go out with my friends without being  afected  by microchips or nuclear energy.","But, in other things, I think modern technology hasn't changed my  way of life  too much: I do more or less the same as I did some years ago: I get up in the morning, go to school, have lunch, study and go out with my friends without being  affected  by microchips or nuclear energy."
In the advertisement I read that Danny Brook  started  in the show but when I got there I realised there was a different actor in his place whose acting wasn't good enough.,In the advertisement I read that Danny Brook  starred  in the show but when I got there I realised there was a different actor in his place whose acting wasn't good enough.
It started at 20:15 leaving us  writing  for  fourty  five minutes.,It started at 20:15 leaving us  waiting  for  forty  five minutes.
In the advertisement you write that it's the perfect evening out but all these problems made my evening  in  the show very unpleasant.,In the advertisement you write that it's the perfect evening out but all these problems made my evening  at  the show very unpleasant.
"As you are the manager of the show, you should try to avoid  this   sort  of problems in future shows.","As you are the manager of the show, you should try to avoid  these   sorts  of problems in future shows."
I also ask you to return  me some of my money for the unpleasant evening I passed  at your show.,I also ask you to return  spent  at your show.
In the future people will wear clothes made of  polyseer  and nylon because cotton and wool will be rare and expensive.,In the future people will wear clothes made of  polyester  and nylon because cotton and wool will be rare and expensive.
Also I think clothes will have many gadgets on them like a small oxygen mask in case someone goes in a place with extended pollution - I think there will be many such places in a hundred years - and a hat designed to protect people from the strong  sunrays  of the sun at midday because the ozone layer will be destroyed in a hundred years and the sunrays will  make  damage to the human skin.,Also I think clothes will have many gadgets on them like a small oxygen mask in case someone goes in a place with extended pollution - I think there will be many such places in a hundred years - and a hat designed to protect people from the strong  rays  of the sun at midday because the ozone layer will be destroyed in a hundred years and the sunrays will  do  damage to the human skin.
Also the clothes in a hundred years will have the ability to cool down the people who wear them in the summer and the same clothes will keep them warm  in  cold winters' days.,Also the clothes in a hundred years will have the ability to cool down the people who wear them in the summer and the same clothes will keep them warm  on  cold winters' days.
"As you can realise, I think the future's clothes will be adjusted not  on only in  fashion and the seasons but  in  the needs of every on as to protect from the earths pollution as well.","As you can realise, I think the future's clothes will be adjusted not  according to  fashion and the seasons but  to  the needs of every on as to protect from the earths pollution as well."
Last week  I and my family  had a holiday in London.,Last week  my family and I  had a holiday in London.
At the end of  a  holiday we decided to go to the theatre.,At the end of  the  holiday we decided to go to the theatre.
"That  days  you  presented  ,,The over the Rainbow"".","That  day  you  were showing  ,,The over the Rainbow""."
how  you have written  at  the advertisement: it is the London's newest and best musical show.,As  you have written  in  the advertisement: it is the London's newest and best musical show.
But  I and my family  had a very disappointing evening.,But  my family and I  had a very disappointing evening.
"Because ,  at first ,  at   the advertisement was written  that  in this music show would play  Danny Brook and Tina Truelove, but it wasn't so.","This was because ,  firstly ,  in   it said in the advertisement  that  star  Danny Brook and Tina Truelove, but it wasn't so."
"Danny Brook didn't  play   at  the performance, there was another, unknown, actor.","Danny Brook didn't  act   in  the performance, there was another, unknown, actor."
"And he  played   awful , I couldn't hear him.","And he  acted   awfully , I couldn't hear him."
Then  at  the  adverstisement   stood  that the performance  begin  at 19.30.,Then  in  the  advertisement   it said  that the performance  began  at 19.30.
"I and my family  came  to  that time and had to wait till 20:15, because the show started only at that time.","My family and I  came  at  that time and had to wait till 20:15, because the show started only at that time."
I was very  nervious .,I was very  nervous .
"What is more, you wrote that discounts were available, but  it  was also a lie.","What is more, you wrote that discounts were available, but  that  was also a lie."
He suggested  to have  a supper in your theatre restaurant.,He suggested  having  a supper in your theatre restaurant.
"But when we  came  to it, we saw that the restaurant was closed, because it was being reconstructed.","But when we  got  to it, we saw that the restaurant was closed, because it was being reconstructed."
"But why do you mention about the restaurant  at  the advertisement, if it is closed?","But why do you mention about the restaurant  in  the advertisement, if it is closed?"
So this evening was  terriable .,So this evening was  terrible .
It  broke  all my impression  about  London.,It  spoilt  all my impression  of  London.
And now I  requere request my money back.,And now I  require request my money back.
"Because, because  of nothing what  was mentioned  at  the advertisement I didn't getI didn't get anything that was mentioned in the advertisement.","Because, because  that  was mentioned  in  the advertisement I didn't getI didn't get anything that was mentioned in the advertisement."
"There are a lot of new modern technologies around the world, which  appear  not long ago.","There are a lot of new modern technologies around the world, which  appeared  not long ago."
"Among them,  a  mobile telephone, computers, telefaxes, different  mashiens appliances for the kitchen,  mashiens  which  helps   housekeeper  to do any work about the house.","Among them,  the  mobile telephone, computers, telefaxes, different  machines appliances for the kitchen,  machines  which  help   housekeepers  to do any work about the house."
The first change is that they  very  simplify the life of people.,The first change is that they  greatly  simplify the life of people.
"For example, now women don't spend a lot of time  at  the kitchen, preparing the meal or washing up dishes.","For example, now women don't spend a lot of time  in  the kitchen, preparing the meal or washing up dishes."
They can  only   push  on their  dish mashiens dishwashers and go to do something  what  they think more pleasant.,They can  just   turn  on their  machines dishwashers and go to do something  that  they think more pleasant.
So with the appearance of new  morden  technology people have got much more free time.,So with the appearance of new  modern  technology people have got much more free time.
"Some years ago people, especially students, had to run to  lubraries  in order to find a book about something.","Some years ago people, especially students, had to run to  libraries  in order to find a book about something."
"Very often I use the Internet , and I must say it is very  convienient .","I use the Internet very often , and I must say it is very  convenient ."
The another  piece of modern technology that I use is a mobile telephone.,Another  piece of modern technology that I use is a mobile telephone.
"If I need to say something important to my parents or my friends,  of  if something  terriable  has happened  with  me, I  may not  run somewhere to find a telephone box.","If I need to say something important to my parents or my friends,  or  if something  terrible  has happened  to  me, I  do not have to  run somewhere to find a telephone box."
"Finally, I can say that modern  technologies   very   help  people  at  their  works .","Finally, I can say that modern  technology   really   helps  people  in  their  work ."
With  them  people do their work more  quikly  and successfully.,With  it  people do their work more  quickly  and successfully.
I saw an  advertising  which made it  seemed  very  atractive  to me.,I saw an  advertisement  which made it  seem  very  attractive  to me.
"Firstable , I decided to  come  see your show to be  pleased  by the  act  of Danny Brook  as  I was  so  sad to find  an other  actor on the stage.","Firstly , I decided to  go  see your show to be  entertained  by the  performance  of Danny Brook  so  I was  very  sad to find  another  actor on the stage."
Another thing was the  hours .,Another thing was the  time .
It's  enbelievable  it  to be   late with 45 minutes .,It's  unbelievable  it  was   45 minutes late .
"When I got to the  tickets desk  before the show to buy my ticket I asked for a senior discount, and the woman told me there were no discounts available such as I  read  on the  advertising .","When I got to the  ticket office  before the show to buy my ticket I asked for a senior discount, and the woman told me there were no discounts available such as I  had read  on the  advertisement ."
"I think you will understand why it was not ""my perfect evening out"" as you said, but one of the  worth .","I think you will understand why it was not ""my perfect evening out"" as you said, but one of the  worst ."
"Unfortunately, Pat wasn't very good at keeping secrets, in fact she was so bad at that she  put  me in such trouble.","Unfortunately, Pat wasn't very good at keeping secrets, in fact she was so bad at that she  got  me in such trouble."
We stayed  together in  a host family in  the   surburb  of the city.,We stayed  with  a host family in  a   suburb  of the city.
We  had mostly  a wonderful time.,We  mostly had  a wonderful time.
